1000 6368 
1 41 1
1 124 1
1 182 1
1 360 1
1 373 1
1 380 1
1 513 1
1 521 1
1 574 1
1 685 1
1 694 1
1 757 1
1 768 1
1 806 1
1 831 1
1 883 1
1 895 1
1 923 1
2 35 1
2 159 1
2 259 1
2 284 1
2 384 1
2 393 1
2 474 1
2 543 1
2 630 1
2 648 1
2 656 1
2 693 1
2 715 1
2 766 1
2 858 1
2 863 1
2 916 1
3 70 1
3 154 1
3 185 1
3 245 1
3 285 1
3 306 1
3 407 1
3 503 1
3 549 1
3 556 1
3 729 1
3 776 1
3 788 1
4 69 1
4 159 1
4 268 1
4 309 1
4 510 1
4 623 1
4 650 1
4 664 1
4 703 1
4 851 1
4 897 1
4 911 1
4 950 1
4 956 1
4 990 1
5 38 1
5 134 1
5 203 1
5 232 1
5 237 1
5 253 1
5 300 1
5 345 1
5 362 1
5 440 1
5 444 1
5 463 1
5 569 1
5 593 1
5 711 1
5 867 1
5 930 1
5 974 1
5 980 1
6 115 1
6 255 1
6 269 1
6 492 1
6 494 1
6 502 1
6 599 1
6 679 1
6 764 1
6 789 1
6 813 1
6 832 1
6 868 1
6 973 1
7 17 1
7 75 1
7 149 1
7 162 1
7 212 1
7 216 1
7 232 1
7 241 1
7 257 1
7 307 1
7 589 1
7 602 1
7 621 1
7 740 1
7 929 1
7 966 1
7 992 1
8 157 1
8 208 1
8 357 1
8 360 1
8 446 1
8 464 1
8 569 1
8 625 1
8 980 1
9 178 1
9 231 1
9 449 1
9 556 1
9 588 1
9 644 1
9 669 1
9 834 1
9 934 1
10 133 1
10 134 1
10 174 1
10 193 1
10 296 1
10 339 1
10 424 1
10 494 1
10 519 1
10 580 1
10 614 1
10 633 1
10 727 1
10 782 1
10 904 1
11 64 1
11 194 1
11 231 1
11 299 1
11 330 1
11 365 1
11 553 1
11 639 1
11 688 1
11 741 1
11 779 1
11 801 1
11 886 1
11 915 1
11 929 1
12 426 1
12 481 1
12 483 1
12 779 1
12 845 1
12 886 1
13 164 1
13 233 1
13 313 1
13 343 1
13 501 1
13 556 1
13 585 1
13 803 1
13 822 1
13 881 1
13 933 1
13 979 1
14 43 1
14 199 1
14 277 1
14 304 1
14 464 1
14 478 1
14 627 1
14 641 1
14 715 1
14 777 1
14 793 1
14 882 1
15 191 1
15 263 1
15 442 1
15 477 1
15 514 1
15 623 1
15 787 1
15 861 1
15 947 1
15 970 1
16 81 1
16 367 1
16 406 1
16 431 1
16 481 1
16 523 1
16 586 1
16 620 1
16 997 1
17 137 1
17 144 1
17 228 1
17 287 1
17 303 1
17 345 1
17 393 1
17 478 1
17 714 1
17 794 1
18 59 1
18 98 1
18 101 1
18 148 1
18 292 1
18 397 1
18 412 1
18 413 1
18 567 1
18 600 1
18 618 1
18 826 1
18 897 1
18 927 1
19 124 1
19 186 1
19 255 1
19 286 1
19 342 1
19 407 1
19 425 1
19 524 1
19 648 1
19 961 1
20 225 1
20 232 1
20 242 1
20 321 1
20 384 1
20 431 1
20 499 1
20 510 1
20 731 1
20 770 1
20 940 1
20 951 1
20 990 1
21 69 1
21 129 1
21 216 1
21 271 1
21 302 1
21 428 1
21 456 1
21 564 1
21 579 1
21 623 1
21 731 1
21 781 1
21 798 1
21 839 1
21 935 1
21 950 1
21 952 1
21 986 1
22 84 1
22 136 1
22 168 1
22 180 1
22 302 1
22 362 1
22 524 1
22 576 1
22 661 1
23 123 1
23 144 1
23 219 1
23 529 1
23 548 1
23 559 1
23 577 1
23 619 1
23 754 1
23 759 1
23 872 1
23 953 1
24 176 1
24 241 1
24 264 1
24 298 1
24 315 1
24 361 1
24 374 1
24 381 1
24 485 1
24 517 1
24 592 1
24 610 1
24 622 1
24 662 1
24 674 1
24 732 1
24 777 1
24 817 1
25 70 1
25 228 1
25 250 1
25 340 1
25 383 1
25 456 1
25 486 1
25 497 1
25 592 1
25 604 1
25 807 1
25 863 1
26 78 1
26 178 1
26 180 1
26 268 1
26 345 1
26 480 1
26 520 1
26 578 1
26 661 1
26 753 1
26 918 1
26 928 1
27 86 1
27 88 1
27 214 1
27 259 1
27 280 1
27 399 1
27 418 1
27 578 1
27 611 1
27 806 1
27 821 1
28 109 1
28 233 1
28 338 1
28 500 1
28 508 1
28 633 1
28 829 1
28 888 1
28 980 1
29 41 1
29 137 1
29 224 1
29 305 1
29 319 1
29 396 1
29 506 1
29 516 1
29 644 1
29 701 1
29 779 1
29 787 1
29 958 1
30 151 1
30 276 1
30 300 1
30 305 1
30 335 1
30 394 1
30 495 1
30 507 1
30 533 1
30 706 1
30 798 1
30 993 1
31 94 1
31 117 1
31 238 1
31 244 1
31 663 1
31 680 1
31 752 1
31 797 1
31 810 1
31 884 1
31 917 1
31 923 1
31 985 1
32 62 1
32 96 1
32 383 1
32 588 1
32 611 1
32 671 1
32 875 1
32 892 1
32 913 1
32 947 1
33 44 1
33 189 1
33 289 1
33 374 1
33 425 1
33 497 1
33 559 1
33 640 1
33 681 1
33 695 1
34 47 1
34 83 1
34 128 1
34 186 1
34 315 1
34 359 1
34 461 1
34 510 1
34 515 1
34 661 1
34 747 1
34 795 1
34 805 1
34 845 1
34 873 1
34 949 1
34 984 1
34 988 1
35 36 1
35 71 1
35 229 1
35 273 1
35 328 1
35 483 1
35 593 1
35 665 1
35 863 1
36 149 1
36 270 1
36 336 1
36 357 1
36 406 1
36 490 1
36 523 1
36 642 1
36 746 1
36 903 1
36 926 1
37 83 1
37 126 1
37 131 1
37 304 1
37 532 1
37 576 1
37 634 1
37 710 1
37 763 1
37 962 1
38 62 1
38 100 1
38 120 1
38 138 1
38 149 1
38 164 1
38 251 1
38 314 1
38 639 1
38 644 1
38 655 1
38 775 1
38 912 1
38 935 1
39 133 1
39 167 1
39 246 1
39 312 1
39 326 1
39 329 1
39 416 1
39 585 1
39 691 1
39 787 1
39 830 1
39 844 1
39 872 1
40 88 1
40 110 1
40 161 1
40 165 1
40 286 1
40 347 1
40 355 1
40 434 1
40 573 1
40 655 1
40 777 1
40 893 1
41 50 1
41 172 1
41 195 1
41 225 1
41 363 1
41 437 1
41 534 1
41 535 1
41 638 1
41 644 1
42 72 1
42 84 1
42 142 1
42 198 1
42 320 1
42 376 1
42 475 1
42 496 1
42 524 1
42 573 1
42 592 1
42 781 1
42 867 1
42 869 1
43 85 1
43 95 1
43 317 1
43 353 1
43 376 1
43 463 1
43 518 1
43 583 1
43 596 1
43 659 1
43 809 1
43 994 1
44 69 1
44 165 1
44 248 1
44 394 1
44 523 1
44 590 1
44 620 1
44 720 1
44 850 1
44 868 1
44 910 1
45 111 1
45 117 1
45 211 1
45 288 1
45 552 1
45 645 1
45 664 1
45 829 1
45 950 1
46 201 1
46 237 1
46 242 1
46 255 1
46 261 1
46 376 1
46 443 1
46 455 1
46 469 1
46 617 1
46 648 1
46 670 1
46 681 1
46 787 1
46 874 1
46 896 1
46 956 1
47 53 1
47 123 1
47 228 1
47 354 1
47 399 1
47 406 1
47 735 1
47 767 1
47 773 1
47 871 1
48 196 1
48 287 1
48 308 1
48 506 1
48 556 1
