3000 25695 
1 165 1
1 766 1
1 809 1
1 1056 1
1 1082 1
1 1260 1
1 1479 1
1 1597 1
1 1657 1
1 1725 1
1 1784 1
1 2070 1
1 2261 1
1 2461 1
1 2485 1
1 2901 1
1 2923 1
2 194 1
2 523 1
2 932 1
2 1144 1
2 1398 1
2 1422 1
2 1721 1
2 1904 1
2 2015 1
2 2039 1
2 2160 1
2 2387 1
2 2555 1
2 2574 1
2 2788 1
2 2975 1
3 278 1
3 311 1
3 346 1
3 509 1
3 1209 1
3 1401 1
3 1699 1
3 1714 1
3 2056 1
3 2209 1
3 2438 1
3 2536 1
3 2693 1
3 2895 1
3 2964 1
4 36 1
4 367 1
4 513 1
4 1034 1
4 1194 1
4 1487 1
4 2023 1
4 2140 1
4 2390 1
5 137 1
5 294 1
5 634 1
5 642 1
5 644 1
5 954 1
5 974 1
5 1031 1
5 1093 1
5 1123 1
5 1604 1
5 1768 1
5 1911 1
5 2152 1
5 2341 1
5 2431 1
5 2716 1
5 2775 1
5 2872 1
5 2908 1
5 2933 1
6 118 1
6 156 1
6 708 1
6 857 1
6 976 1
6 989 1
6 1420 1
6 1448 1
6 1653 1
6 1747 1
6 1780 1
6 1789 1
6 1942 1
6 1948 1
6 2175 1
6 2280 1
6 2721 1
6 2867 1
6 2916 1
7 70 1
7 328 1
7 428 1
7 610 1
7 917 1
7 1139 1
7 1351 1
7 1374 1
7 1389 1
7 1506 1
7 1600 1
7 1926 1
7 2148 1
7 2355 1
7 2463 1
7 2568 1
7 2604 1
8 26 1
8 114 1
8 417 1
8 561 1
8 831 1
8 1153 1
8 1264 1
8 1438 1
8 1694 1
8 1727 1
8 2196 1
9 129 1
9 328 1
9 459 1
9 836 1
9 858 1
9 1035 1
9 1500 1
9 1829 1
9 2097 1
9 2264 1
9 2667 1
9 2956 1
9 2990 1
10 81 1
10 448 1
10 757 1
10 761 1
10 867 1
10 1912 1
10 2038 1
10 2214 1
11 60 1
11 429 1
11 513 1
11 594 1
11 947 1
11 952 1
11 1018 1
11 1402 1
11 1517 1
11 1665 1
11 1973 1
11 2215 1
11 2248 1
11 2268 1
11 2657 1
11 2896 1
12 73 1
12 363 1
12 541 1
12 984 1
12 1289 1
12 1427 1
12 1536 1
12 1775 1
12 1946 1
12 2123 1
12 2616 1
12 2676 1
12 2702 1
12 2972 1
13 157 1
13 706 1
13 766 1
13 767 1
13 896 1
13 972 1
13 1094 1
13 1169 1
13 1204 1
13 1307 1
13 1404 1
13 1678 1
13 1751 1
13 1872 1
13 2033 1
13 2651 1
13 2692 1
13 2710 1
13 2935 1
13 2983 1
14 113 1
14 388 1
14 575 1
14 584 1
14 599 1
14 620 1
14 640 1
14 664 1
14 1266 1
14 1397 1
14 1426 1
14 1972 1
14 2145 1
14 2489 1
14 2657 1
15 34 1
15 58 1
15 60 1
15 75 1
15 232 1
15 248 1
15 309 1
15 320 1
15 530 1
15 691 1
15 1173 1
15 1340 1
15 1350 1
15 1564 1
15 1571 1
15 1664 1
15 1787 1
15 1964 1
15 2382 1
15 2428 1
15 2472 1
15 2477 1
