800 4694 
1 7 1
1 10 1
1 12 1
1 13 1
1 14 1
1 15 1
1 20 1
1 21 1
1 23 1
1 24 1
1 27 1
1 31 1
1 34 1
1 38 1
1 40 1
1 77 1
1 89 1
1 97 1
1 109 1
1 112 1
1 122 1
1 145 1
1 154 1
1 155 1
1 156 1
1 159 1
1 171 1
1 178 1
1 197 1
1 200 1
1 202 1
1 234 1
1 235 1
1 256 1
1 279 1
1 288 1
1 304 1
1 308 1
1 324 1
1 331 1
1 349 1
1 353 1
1 363 1
1 377 1
1 382 1
1 392 1
1 400 1
1 401 1
1 410 1
1 424 1
1 444 1
1 471 1
1 476 1
1 533 1
1 538 1
1 579 1
1 580 1
1 605 1
1 647 1
1 670 1
1 685 1
1 731 1
1 766 1
1 2 1
1 3 1
1 4 1
1 5 1
1 6 1
1 8 1
1 9 1
1 11 1
1 35 1
1 93 1
1 101 1
1 127 1
1 168 1
1 190 1
1 207 1
1 217 1
1 227 1
1 236 1
1 250 1
1 259 1
1 368 1
1 385 1
1 402 1
1 468 1
1 559 1
1 711 1
1 728 1
1 739 1
1 754 1
2 8 1
2 23 1
2 51 1
2 161 1
2 377 1
2 444 1
2 483 1
2 638 1
2 710 1
2 3 1
2 4 1
2 9 1
2 11 1
2 32 1
2 61 1
2 92 1
2 187 1
2 247 1
2 310 1
2 563 1
2 711 1
2 763 1
2 766 1
3 11 1
3 29 1
3 55 1
3 64 1
3 68 1
3 76 1
3 91 1
3 139 1
3 147 1
3 170 1
3 186 1
3 221 1
3 301 1
3 393 1
3 425 1
3 435 1
3 518 1
3 521 1
3 635 1
3 680 1
3 4 1
3 5 1
3 7 1
3 8 1
3 10 1
3 13 1
3 14 1
3 15 1
3 17 1
3 18 1
3 19 1
3 20 1
3 26 1
3 27 1
3 30 1
3 32 1
3 40 1
3 45 1
3 54 1
3 62 1
3 69 1
3 100 1
3 101 1
3 126 1
3 174 1
3 183 1
3 184 1
3 185 1
3 189 1
3 202 1
3 217 1
3 234 1
3 247 1
3 248 1
3 271 1
3 304 1
3 308 1
3 313 1
3 314 1
3 328 1
3 333 1
3 355 1
3 361 1
3 373 1
3 375 1
3 398 1
3 400 1
3 407 1
3 419 1
3 427 1
3 445 1
3 447 1
3 451 1
3 464 1
3 470 1
3 482 1
3 486 1
3 494 1
3 526 1
3 545 1
3 559 1
3 567 1
3 601 1
3 609 1
3 631 1
3 643 1
3 645 1
3 670 1
3 717 1
3 722 1
3 733 1
3 737 1
3 742 1
3 768 1
4 8 1
4 11 1
4 17 1
4 18 1
4 21 1
4 23 1
4 26 1
4 27 1
4 30 1
4 44 1
4 45 1
4 47 1
4 51 1
4 57 1
4 62 1
4 69 1
4 72 1
4 79 1
4 81 1
4 115 1
4 118 1
4 122 1
4 135 1
4 154 1
4 168 1
4 182 1
4 188 1
4 199 1
4 231 1
4 233 1
4 246 1
4 280 1
4 308 1
4 319 1
4 349 1
4 389 1
4 393 1
4 411 1
4 427 1
4 432 1
4 483 1
4 492 1
4 493 1
4 505 1
4 510 1
4 518 1
4 529 1
4 574 1
4 578 1
4 610 1
4 661 1
4 663 1
4 720 1
4 734 1
4 775 1
4 780 1
4 791 1
4 5 1
4 6 1
4 7 1
4 9 1
4 22 1
4 24 1
4 29 1
4 32 1
4 35 1
4 36 1
4 48 1
4 49 1
4 52 1
4 56 1
4 70 1
4 85 1
4 93 1
4 109 1
4 119 1
4 134 1
4 143 1
4 155 1
4 163 1
4 170 1
4 174 1
4 177 1
4 186 1
4 187 1
4 193 1
4 200 1
4 214 1
4 218 1
4 235 1
4 259 1
4 278 1
4 310 1
4 340 1
4 350 1
4 354 1
4 365 1
4 379 1
4 385 1
4 401 1
4 406 1
4 418 1
4 439 1
4 442 1
4 456 1
4 460 1
4 466 1
4 490 1
4 491 1
4 509 1
4 536 1
4 537 1
4 543 1
4 556 1
4 588 1
4 612 1
4 680 1
4 685 1
4 686 1
4 697 1
4 709 1
4 717 1
4 722 1
4 745 1
4 751 1
4 753 1
4 763 1
4 773 1
4 788 1
5 14 1
5 19 1
5 37 1
5 42 1
5 46 1
5 55 1
5 57 1
5 58 1
5 59 1
5 60 1
5 68 1
5 86 1
5 88 1
5 91 1
5 105 1
5 111 1
5 121 1
5 130 1
5 132 1
5 136 1
5 139 1
5 155 1
5 166 1
5 229 1
5 267 1
5 275 1
5 279 1
5 294 1
5 313 1
5 360 1
5 361 1
5 367 1
