300 2036 
1 5 1
1 13 1
1 54 1
1 58 1
1 77 1
1 126 1
1 162 1
1 197 1
1 203 1
1 224 1
1 251 1
1 259 1
1 278 1
2 6 1
2 7 1
2 46 1
2 85 1
2 90 1
2 162 1
2 165 1
2 207 1
2 255 1
2 267 1
2 274 1
3 54 1
3 77 1
3 83 1
3 128 1
3 142 1
3 152 1
3 157 1
3 158 1
3 172 1
3 206 1
3 277 1
4 28 1
4 31 1
4 32 1
4 39 1
4 44 1
4 62 1
4 65 1
4 69 1
4 103 1
4 108 1
4 112 1
4 131 1
4 168 1
4 172 1
4 173 1
4 189 1
4 208 1
4 217 1
4 243 1
4 258 1
4 294 1
5 6 1
5 12 1
5 25 1
5 49 1
5 56 1
5 122 1
5 139 1
5 166 1
5 200 1
5 220 1
5 286 1
5 291 1
6 7 1
6 25 1
6 31 1
6 63 1
6 75 1
6 84 1
6 136 1
6 140 1
6 193 1
6 195 1
6 249 1
6 300 1
7 8 1
7 15 1
7 27 1
7 50 1
7 59 1
7 121 1
7 139 1
7 145 1
7 160 1
7 224 1
7 279 1
8 25 1
8 34 1
8 140 1
8 171 1
8 181 1
8 188 1
8 261 1
8 273 1
9 49 1
9 82 1
9 121 1
9 226 1
9 248 1
9 252 1
9 277 1
9 284 1
9 298 1
10 118 1
10 147 1
10 172 1
10 207 1
10 283 1
11 28 1
11 54 1
11 95 1
11 121 1
11 126 1
11 138 1
11 140 1
11 149 1
11 160 1
11 167 1
11 173 1
11 192 1
11 213 1
11 282 1
12 40 1
12 158 1
12 169 1
12 171 1
12 213 1
12 215 1
12 218 1
12 253 1
12 282 1
13 16 1
13 38 1
13 62 1
13 78 1
13 116 1
13 145 1
13 191 1
13 215 1
13 227 1
13 246 1
14 32 1
14 57 1
14 85 1
14 90 1
14 120 1
14 126 1
14 138 1
14 174 1
14 196 1
14 202 1
14 207 1
14 208 1
14 210 1
15 22 1
15 47 1
15 103 1
15 173 1
15 191 1
15 212 1
15 214 1
15 257 1
15 260 1
15 263 1
15 278 1
