500 3624 
1 9 1
1 19 1
1 44 1
1 86 1
1 106 1
1 136 1
1 197 1
1 198 1
1 204 1
1 222 1
1 233 1
1 239 1
1 267 1
1 297 1
1 344 1
1 358 1
1 361 1
1 382 1
1 453 1
1 490 1
1 492 1
2 49 1
2 77 1
2 80 1
2 82 1
2 93 1
2 97 1
2 101 1
2 148 1
2 168 1
2 190 1
2 198 1
2 336 1
2 397 1
2 422 1
2 436 1
2 459 1
2 463 1
2 486 1
3 68 1
3 76 1
3 100 1
3 160 1
3 180 1
3 268 1
3 270 1
3 293 1
3 352 1
3 357 1
3 375 1
3 382 1
3 399 1
3 430 1
3 463 1
4 41 1
4 65 1
4 102 1
4 107 1
4 229 1
4 231 1
4 236 1
4 259 1
4 327 1
4 341 1
4 361 1
4 376 1
4 406 1
4 415 1
4 436 1
4 497 1
5 32 1
5 63 1
5 162 1
5 177 1
5 219 1
5 237 1
5 260 1
5 277 1
5 311 1
5 315 1
5 337 1
5 352 1
5 368 1
5 392 1
5 414 1
5 450 1
5 463 1
5 483 1
6 76 1
6 89 1
6 160 1
6 166 1
6 185 1
6 193 1
6 225 1
6 242 1
6 311 1
6 386 1
6 414 1
6 444 1
6 449 1
6 465 1
6 486 1
6 499 1
7 21 1
7 49 1
7 57 1
7 131 1
7 136 1
7 160 1
7 209 1
7 223 1
7 228 1
7 243 1
7 266 1
7 293 1
7 304 1
8 20 1
8 26 1
8 67 1
8 73 1
8 77 1
8 81 1
8 149 1
8 156 1
8 195 1
8 317 1
8 318 1
8 339 1
8 345 1
8 372 1
8 403 1
8 428 1
8 471 1
9 47 1
9 109 1
9 143 1
9 153 1
9 186 1
9 190 1
9 219 1
9 224 1
9 296 1
9 349 1
9 355 1
9 359 1
9 385 1
9 393 1
9 406 1
9 412 1
9 414 1
9 445 1
10 121 1
10 145 1
10 214 1
10 280 1
10 334 1
10 341 1
10 399 1
11 44 1
11 76 1
11 101 1
11 104 1
11 269 1
11 286 1
11 294 1
11 347 1
11 361 1
11 404 1
11 413 1
11 462 1
12 43 1
12 94 1
12 105 1
12 111 1
12 172 1
12 184 1
12 229 1
12 244 1
12 256 1
12 257 1
12 268 1
12 366 1
12 371 1
12 403 1
12 446 1
12 463 1
13 87 1
13 132 1
13 192 1
13 198 1
13 213 1
13 217 1
13 266 1
13 268 1
13 279 1
13 310 1
13 338 1
13 374 1
13 403 1
13 413 1
14 88 1
14 121 1
14 171 1
14 196 1
14 207 1
14 257 1
14 260 1
14 301 1
14 343 1
14 399 1
14 406 1
14 437 1
14 443 1
14 479 1
14 495 1
15 19 1
15 82 1
15 114 1
15 127 1
15 137 1
15 261 1
15 333 1
15 360 1
15 387 1
15 418 1
15 490 1
16 43 1
16 93 1
16 182 1
16 183 1
16 194 1
16 200 1
16 219 1
16 235 1
16 247 1
16 302 1
16 314 1
16 324 1
16 367 1
16 377 1
16 420 1
16 427 1
16 443 1
16 450 1
16 466 1
16 477 1
16 495 1
17 85 1
17 90 1
17 92 1
17 144 1
17 174 1
17 176 1
17 221 1
17 241 1
17 266 1
17 312 1
17 348 1
17 358 1
17 368 1
17 378 1
17 399 1
17 409 1
17 426 1
18 30 1
18 36 1
18 48 1
18 65 1
18 75 1
18 129 1
18 182 1
18 259 1
18 280 1
18 326 1
18 447 1
18 496 1
19 24 1
19 59 1
19 69 1
19 132 1
19 170 1
19 202 1
19 234 1
19 249 1
19 284 1
19 435 1
20 27 1
20 50 1
20 65 1
20 188 1
20 195 1
20 223 1
20 247 1
20 299 1
20 304 1
20 325 1
20 327 1
20 336 1
20 453 1
20 457 1
20 460 1
20 495 1
21 38 1
21 105 1
21 119 1
21 205 1
21 213 1
21 346 1
21 360 1
21 363 1
21 399 1
21 416 1
21 487 1
22 54 1
22 144 1
22 250 1
22 316 1
22 329 1
22 353 1
22 405 1
22 474 1
23 48 1
23 63 1
23 73 1
23 114 1
23 152 1
23 162 1
23 234 1
23 272 1
23 316 1
23 356 1
23 377 1
23 424 1
23 498 1
24 55 1
24 139 1
24 233 1
24 305 1
24 335 1
24 359 1
24 377 1
24 413 1
24 426 1
25 82 1
25 142 1
25 200 1
25 255 1
25 357 1
25 410 1
25 430 1
25 473 1
26 47 1
26 85 1
26 101 1
26 111 1
26 116 1
26 237 1
26 340 1
26 375 1
26 406 1
26 482 1
26 498 1
27 60 1
27 65 1
27 83 1
27 224 1
27 262 1
27 275 1
27 300 1
27 367 1
27 403 1
27 419 1
27 439 1
27 448 1
27 479 1
27 483 1
27 494 1
28 53 1
28 88 1
28 113 1
28 129 1
28 251 1
28 298 1
28 315 1
28 366 1
28 375 1
28 405 1
28 408 1
28 414 1
28 462 1
29 55 1
29 65 1
29 85 1
29 116 1
29 120 1
29 173 1
29 203 1
29 275 1
29 401 1
29 440 1
30 97 1
30 101 1
30 104 1
30 111 1
30 121 1
30 159 1
30 175 1
30 249 1
30 282 1
30 337 1
30 389 1
30 426 1
31 99 1
31 111 1
31 127 1
31 179 1
31 224 1
31 305 1
31 341 1
31 418 1
31 451 1
31 479 1
32 47 1
32 74 1
32 125 1
32 144 1
32 149 1
32 177 1
32 244 1
32 281 1
32 290 1
32 312 1
32 319 1
32 368 1
32 397 1
32 415 1
32 478 1
33 48 1
33 51 1
33 53 1
33 118 1
33 153 1
33 200 1
33 215 1
33 236 1
33 247 1
33 278 1
33 280 1
33 284 1
33 297 1
33 302 1
33 344 1
33 488 1
34 87 1
34 165 1
34 207 1
34 211 1
34 245 1
34 258 1
34 296 1
34 309 1
34 315 1
34 333 1
34 349 1
34 353 1
34 359 1
