100 384 
1 2 1
1 3 1
1 4 1
1 5 1
1 6 1
1 7 1
1 8 1
1 9 1
1 10 1
1 12 1
1 13 1
1 16 1
1 22 1
1 25 1
1 31 1
1 34 1
1 42 1
1 44 1
1 52 1
1 56 1
1 65 1
1 69 1
1 81 1
1 94 1
2 8 1
2 13 1
2 70 1
3 6 1
3 7 1
3 9 1
3 11 1
3 13 1
3 14 1
3 15 1
3 16 1
3 24 1
3 26 1
3 28 1
3 41 1
3 47 1
3 50 1
3 54 1
3 57 1
3 58 1
3 61 1
3 66 1
3 71 1
3 73 1
3 79 1
3 86 1
3 91 1
4 6 1
4 7 1
4 11 1
4 15 1
4 16 1
4 17 1
4 18 1
4 39 1
4 40 1
4 53 1
4 60 1
4 64 1
4 65 1
4 69 1
4 75 1
4 83 1
4 100 1
5 6 1
5 9 1
5 10 1
5 14 1
5 18 1
5 21 1
5 22 1
5 24 1
5 28 1
5 29 1
5 33 1
5 35 1
5 36 1
5 40 1
5 43 1
5 47 1
5 48 1
5 49 1
5 51 1
5 60 1
5 64 1
5 68 1
5 90 1
5 95 1
5 96 1
5 97 1
6 7 1
6 8 1
6 9 1
6 10 1
6 11 1
6 15 1
6 25 1
6 27 1
6 29 1
6 36 1
6 42 1
6 46 1
6 58 1
6 76 1
7 8 1
7 12 1
7 17 1
7 20 1
7 27 1
7 39 1
7 51 1
7 52 1
7 55 1
7 71 1
7 94 1
7 98 1
8 10 1
8 11 1
8 13 1
8 17 1
8 18 1
8 25 1
8 32 1
8 41 1
8 62 1
8 63 1
8 66 1
9 28 1
9 29 1
9 44 1
9 45 1
9 58 1
9 62 1
9 79 1
10 12 1
10 19 1
10 20 1
10 30 1
10 33 1
10 34 1
10 46 1
10 84 1
10 87 1
11 12 1
11 14 1
11 17 1
11 21 1
11 22 1
11 26 1
11 32 1
11 43 1
11 44 1
11 51 1
11 53 1
11 70 1
11 74 1
11 77 1
11 78 1
11 89 1
11 90 1
12 27 1
12 43 1
12 44 1
12 56 1
12 88 1
13 14 1
13 15 1
13 19 1
13 23 1
13 24 1
13 36 1
13 46 1
13 54 1
14 16 1
14 23 1
14 26 1
14 27 1
14 38 1
14 47 1
14 59 1
14 63 1
14 67 1
14 76 1
14 95 1
15 18 1
15 19 1
15 20 1
15 21 1
15 25 1
15 30 1
15 32 1
15 42 1
15 50 1
15 56 1
15 75 1
15 78 1
15 85 1
15 91 1
15 93 1
16 20 1
16 23 1
16 24 1
16 26 1
16 35 1
16 39 1
16 82 1
16 92 1
17 40 1
17 56 1
17 67 1
17 91 1
18 19 1
18 21 1
18 23 1
18 31 1
18 34 1
18 37 1
18 41 1
18 45 1
18 49 1
18 53 1
18 60 1
18 73 1
18 77 1
18 86 1
18 89 1
18 91 1
18 99 1
19 50 1
19 67 1
19 84 1
20 22 1
20 37 1
20 48 1
20 57 1
20 68 1
20 80 1
20 99 1
20 100 1
21 30 1
22 29 1
22 32 1
22 36 1
22 37 1
22 45 1
22 59 1
22 70 1
22 72 1
22 73 1
22 85 1
22 87 1
23 31 1
23 33 1
23 42 1
23 47 1
23 48 1
23 53 1
23 66 1
23 80 1
23 82 1
23 88 1
23 89 1
23 94 1
24 38 1
24 40 1
24 73 1
24 78 1
25 43 1
25 50 1
25 63 1
25 83 1
26 34 1
27 28 1
27 35 1
27 54 1
27 88 1
27 99 1
28 48 1
28 61 1
28 64 1
28 79 1
29 30 1
29 52 1
29 71 1
29 96 1
29 98 1
30 31 1
30 35 1
30 38 1
30 85 1
30 92 1
31 41 1
32 33 1
32 66 1
33 77 1
34 37 1
34 83 1
34 88 1
35 59 1
35 98 1
36 81 1
37 38 1
37 52 1
37 81 1
37 87 1
37 97 1
38 39 1
38 49 1
38 59 1
38 64 1
38 69 1
38 83 1
38 86 1
39 55 1
39 92 1
39 93 1
40 68 1
40 80 1
40 85 1
40 90 1
41 76 1
42 45 1
42 54 1
42 58 1
42 63 1
42 84 1
42 90 1
42 93 1
44 62 1
44 74 1
44 76 1
45 46 1
45 49 1
45 61 1
45 82 1
47 97 1
48 55 1
48 57 1
48 79 1
49 55 1
49 72 1
50 51 1
51 57 1
51 68 1
51 74 1
51 96 1
52 62 1
52 86 1
52 96 1
53 65 1
53 69 1
53 78 1
53 93 1
54 65 1
54 70 1
54 74 1
55 75 1
55 87 1
57 75 1
59 60 1
59 61 1
59 72 1
60 71 1
62 100 1
64 67 1
64 95 1
65 77 1
67 84 1
68 100 1
69 72 1
69 99 1
70 81 1
71 92 1
75 89 1
76 80 1
76 97 1
79 82 1
79 94 1
86 95 1
91 98 1
