100 384
1 2 1
1 3 1
1 4 1
1 5 1
1 6 1
1 8 1
1 13 1
1 14 1
1 15 1
1 22 1
1 60 1
1 67 1
1 69 1
1 72 1
1 73 1
1 91 1
1 100 1
2 6 1
2 7 1
2 8 1
2 9 1
2 23 1
2 30 1
2 33 1
2 37 1
2 43 1
2 44 1
2 60 1
2 64 1
2 67 1
2 84 1
2 90 1
4 6 1
4 7 1
4 8 1
4 9 1
4 10 1
4 11 1
4 12 1
4 13 1
4 16 1
4 18 1
4 20 1
4 23 1
4 34 1
4 36 1
4 49 1
4 52 1
4 53 1
4 68 1
4 74 1
4 83 1
4 90 1
4 98 1
5 6 1
5 7 1
5 13 1
5 15 1
5 16 1
5 20 1
5 21 1
5 22 1
5 24 1
5 27 1
5 34 1
5 36 1
5 38 1
5 40 1
5 46 1
5 53 1
5 55 1
5 61 1
5 62 1
5 76 1
5 80 1
5 83 1
5 87 1
5 100 1
6 7 1
6 8 1
6 9 1
6 10 1
6 11 1
6 15 1
6 17 1
6 33 1
6 47 1
6 48 1
6 60 1
6 71 1
6 73 1
6 79 1
6 86 1
6 99 1
7 9 1
7 10 1
7 11 1
7 12 1
7 13 1
7 14 1
7 17 1
7 21 1
7 23 1
7 24 1
7 28 1
7 38 1
7 41 1
7 43 1
7 44 1
7 45 1
7 50 1
7 54 1
7 56 1
7 58 1
7 65 1
7 66 1
7 70 1
7 72 1
7 75 1
7 76 1
7 86 1
7 92 1
7 94 1
7 98 1
8 10 1
8 12 1
8 14 1
8 15 1
8 19 1
8 26 1
8 28 1
8 30 1
8 31 1
8 32 1
8 36 1
8 38 1
8 40 1
8 43 1
8 46 1
8 53 1
8 61 1
8 74 1
8 76 1
8 79 1
8 80 1
8 81 1
9 11 1
9 17 1
9 19 1
9 22 1
9 23 1
9 29 1
9 33 1
9 35 1
9 37 1
9 41 1
9 45 1
9 69 1
9 71 1
9 77 1
9 86 1
9 96 1
10 21 1
10 22 1
10 37 1
10 47 1
10 51 1
10 65 1
11 12 1
11 19 1
11 25 1
11 31 1
11 34 1
11 35 1
11 41 1
11 49 1
11 52 1
11 85 1
12 14 1
12 16 1
12 21 1
12 25 1
12 29 1
12 30 1
12 37 1
12 39 1
12 48 1
12 62 1
12 85 1
12 94 1
12 97 1
12 99 1
13 16 1
13 17 1
13 18 1
13 19 1
13 25 1
13 26 1
13 30 1
13 34 1
13 55 1
13 61 1
13 99 1
14 18 1
14 20 1
14 26 1
14 27 1
14 39 1
14 42 1
14 52 1
14 54 1
14 83 1
14 99 1
15 29 1
15 32 1
15 33 1
15 46 1
15 66 1
15 71 1
15 72 1
15 74 1
15 89 1
15 98 1
16 31 1
16 39 1
16 42 1
16 79 1
16 85 1
16 88 1
17 18 1
17 20 1
17 24 1
17 44 1
17 46 1
17 56 1
17 73 1
17 75 1
17 93 1
17 100 1
18 32 1
18 92 1
19 77 1
19 78 1
19 89 1
19 95 1
20 27 1
20 28 1
20 94 1
21 24 1
21 25 1
21 35 1
21 41 1
21 42 1
21 45 1
21 63 1
21 65 1
21 67 1
21 71 1
21 80 1
21 84 1
21 89 1
22 54 1
22 84 1
23 26 1
23 29 1
23 97 1
24 28 1
24 50 1
24 58 1
24 62 1
24 66 1
24 72 1
24 78 1
24 97 1
25 27 1
25 87 1
26 36 1
26 47 1
26 51 1
26 92 1
27 31 1
27 32 1
27 40 1
27 45 1
27 51 1
27 56 1
27 57 1
27 82 1
27 88 1
27 90 1
28 38 1
29 51 1
29 58 1
29 70 1
30 64 1
31 59 1
31 63 1
31 65 1
31 83 1
32 42 1
33 62 1
33 66 1
33 68 1
34 35 1
34 43 1
34 44 1
34 48 1
34 49 1
34 56 1
34 63 1
35 39 1
35 55 1
35 90 1
37 50 1
37 77 1
37 97 1
38 47 1
38 68 1
39 40 1
39 54 1
39 84 1
39 86 1
39 87 1
40 52 1
40 53 1
40 75 1
40 79 1
42 57 1
42 89 1
43 74 1
43 91 1
43 96 1
44 57 1
44 70 1
45 57 1
45 61 1
46 50 1
46 59 1
46 69 1
47 48 1
47 85 1
47 96 1
48 49 1
48 78 1
48 94 1
49 60 1
49 64 1
49 67 1
50 58 1
50 59 1
50 92 1
51 80 1
52 59 1
52 82 1
53 55 1
53 100 1
55 76 1
55 88 1
56 91 1
59 95 1
60 63 1
60 64 1
60 82 1
61 68 1
61 69 1
61 81 1
62 77 1
63 81 1
64 70 1
65 75 1
65 88 1
65 93 1
66 93 1
68 95 1
71 78 1
71 91 1
72 73 1
73 82 1
76 93 1
77 81 1
79 87 1
86 98 1
92 96 1
94 95 1
