200 784 
1 2 1
1 3 1
1 4 1
1 5 1
1 6 1
1 7 1
1 11 1
1 12 1
1 13 1
1 15 1
1 16 1
1 17 1
1 18 1
1 20 1
1 22 1
1 24 1
1 25 1
1 26 1
1 27 1
1 30 1
1 31 1
1 35 1
1 37 1
1 39 1
1 41 1
1 46 1
1 48 1
1 51 1
1 52 1
1 54 1
1 56 1
1 57 1
1 68 1
1 70 1
1 73 1
1 75 1
1 81 1
1 93 1
1 101 1
1 102 1
1 105 1
1 109 1
1 110 1
1 114 1
1 123 1
1 124 1
1 126 1
1 128 1
1 131 1
1 134 1
1 143 1
1 147 1
1 153 1
1 155 1
1 191 1
2 6 1
2 7 1
2 8 1
2 9 1
2 10 1
2 11 1
2 14 1
2 19 1
2 21 1
2 25 1
2 33 1
2 48 1
2 52 1
2 53 1
2 63 1
2 64 1
2 74 1
2 80 1
2 81 1
2 83 1
2 84 1
2 94 1
2 97 1
2 101 1
2 111 1
2 115 1
2 117 1
2 133 1
2 139 1
2 151 1
2 168 1
2 171 1
2 186 1
2 187 1
2 194 1
2 199 1
3 6 1
3 8 1
3 9 1
3 26 1
3 32 1
3 112 1
3 132 1
3 137 1
3 176 1
4 6 1
4 7 1
4 8 1
4 9 1
4 10 1
4 12 1
4 13 1
4 15 1
4 36 1
4 40 1
4 46 1
4 88 1
4 129 1
4 149 1
4 154 1
4 174 1
5 71 1
6 7 1
6 8 1
6 12 1
6 13 1
6 20 1
6 29 1
6 32 1
6 38 1
6 41 1
6 45 1
6 55 1
6 60 1
6 62 1
6 80 1
6 84 1
6 87 1
6 101 1
6 118 1
6 122 1
6 124 1
6 140 1
6 151 1
6 152 1
6 156 1
6 160 1
6 162 1
6 183 1
6 190 1
7 9 1
7 11 1
7 15 1
7 16 1
7 18 1
7 21 1
7 23 1
7 29 1
7 38 1
7 84 1
7 89 1
7 107 1
7 133 1
7 147 1
7 153 1
7 187 1
8 10 1
8 17 1
8 23 1
8 26 1
8 27 1
8 32 1
8 48 1
8 59 1
8 60 1
8 65 1
8 67 1
8 69 1
8 73 1
8 76 1
8 78 1
8 82 1
8 95 1
8 112 1
8 120 1
8 172 1
8 174 1
9 10 1
9 11 1
9 17 1
9 18 1
9 19 1
9 21 1
9 22 1
9 25 1
9 29 1
9 31 1
9 34 1
9 35 1
9 37 1
9 38 1
9 39 1
9 44 1
9 49 1
9 51 1
9 52 1
9 53 1
9 55 1
9 58 1
9 59 1
9 63 1
9 66 1
9 83 1
9 103 1
9 104 1
9 119 1
9 123 1
9 133 1
9 134 1
9 135 1
9 144 1
9 145 1
9 149 1
9 159 1
9 163 1
9 168 1
9 182 1
9 188 1
10 14 1
10 16 1
10 17 1
10 19 1
10 24 1
10 28 1
10 30 1
10 34 1
10 42 1
10 51 1
10 53 1
10 71 1
10 85 1
10 96 1
10 105 1
10 119 1
10 127 1
10 137 1
10 144 1
10 154 1
10 172 1
10 181 1
11 12 1
11 13 1
11 14 1
11 15 1
11 21 1
11 22 1
11 23 1
11 29 1
11 33 1
11 36 1
11 42 1
11 44 1
11 47 1
11 49 1
11 62 1
11 65 1
11 66 1
11 68 1
11 75 1
11 90 1
11 98 1
11 109 1
11 113 1
11 125 1
11 126 1
11 135 1
11 145 1
11 149 1
11 154 1
11 162 1
11 168 1
11 175 1
11 179 1
11 180 1
11 182 1
11 189 1
11 192 1
11 197 1
11 198 1
12 23 1
12 27 1
12 36 1
12 42 1
12 49 1
12 87 1
12 98 1
12 155 1
12 179 1
13 14 1
13 16 1
13 19 1
13 20 1
13 30 1
13 39 1
13 59 1
13 64 1
13 83 1
13 93 1
13 106 1
13 109 1
13 111 1
13 120 1
13 121 1
13 142 1
13 172 1
13 188 1
14 27 1
14 42 1
14 72 1
14 78 1
14 83 1
14 123 1
14 148 1
14 153 1
15 18 1
15 24 1
15 35 1
15 76 1
15 85 1
15 105 1
15 108 1
15 151 1
15 171 1
15 178 1
15 183 1
16 28 1
16 46 1
16 57 1
16 59 1
16 61 1
16 65 1
16 68 1
16 74 1
16 91 1
16 108 1
16 125 1
16 134 1
16 150 1
16 164 1
16 181 1
16 191 1
17 31 1
17 44 1
17 52 1
17 68 1
17 94 1
17 118 1
17 141 1
18 20 1
18 22 1
18 24 1
18 44 1
18 47 1
18 49 1
18 50 1
18 60 1
18 75 1
18 76 1
18 86 1
18 91 1
18 97 1
18 101 1
18 107 1
18 121 1
18 125 1
18 128 1
18 129 1
18 136 1
18 141 1
18 156 1
18 169 1
18 176 1
18 198 1
18 199 1
19 36 1
19 54 1
19 111 1
19 126 1
19 135 1
19 191 1
20 33 1
20 41 1
20 43 1
20 45 1
20 46 1
20 64 1
20 92 1
20 163 1
21 25 1
21 26 1
21 34 1
21 35 1
21 37 1
21 43 1
21 45 1
21 79 1
21 111 1
21 123 1
21 128 1
21 130 1
21 138 1
21 148 1
22 32 1
22 40 1
22 41 1
22 61 1
22 69 1
22 73 1
22 82 1
22 100 1
22 105 1
22 120 1
22 153 1
22 159 1
22 170 1
22 171 1
22 179 1
22 194 1
22 195 1
23 31 1
23 38 1
23 61 1
23 70 1
23 78 1
23 81 1
23 88 1
23 103 1
23 114 1
23 138 1
23 161 1
23 190 1
23 193 1
24 30 1
24 43 1
24 58 1
24 99 1
24 110 1
24 122 1
24 141 1
24 152 1
24 164 1
25 28 1
25 66 1
25 99 1
25 136 1
26 55 1
26 72 1
26 79 1
26 170 1
27 28 1
27 47 1
27 142 1
27 173 1
27 184 1
28 66 1
28 96 1
28 99 1
28 106 1
28 135 1
28 158 1
28 160 1
28 170 1
28 183 1
29 34 1
29 62 1
29 69 1
29 97 1
29 139 1
29 140 1
29 192 1
30 43 1
30 51 1
30 81 1
30 87 1
30 124 1
30 146 1
30 158 1
30 176 1
31 33 1
31 56 1
31 63 1
31 114 1
31 116 1
31 137 1
32 47 1
32 144 1
33 37 1
33 40 1
33 53 1
33 61 1
33 67 1
33 77 1
33 82 1
33 90 1
33 103 1
33 139 1
33 146 1
34 57 1
34 120 1
35 58 1
35 98 1
35 110 1
35 127 1
35 148 1
36 40 1
36 45 1
36 55 1
36 57 1
36 100 1
36 106 1
36 132 1
36 143 1
36 150 1
36 163 1
37 65 1
37 79 1
37 94 1
37 102 1
37 117 1
38 39 1
38 48 1
38 50 1
38 54 1
38 56 1
38 58 1
38 70 1
38 74 1
38 76 1
38 77 1
38 87 1
38 89 1
38 102 1
38 127 1
38 138 1
38 184 1
39 90 1
39 138 1
39 181 1
39 198 1
40 50 1
40 95 1
40 104 1
40 131 1
40 155 1
40 157 1
40 161 1
40 165 1
40 183 1
40 191 1
41 54 1
41 86 1
42 89 1
42 130 1
42 139 1
43 92 1
43 140 1
44 56 1
44 67 1
44 70 1
44 71 1
44 80 1
44 100 1
44 107 1
44 129 1
44 150 1
44 178 1
45 99 1
45 165 1
46 69 1
46 115 1
46 116 1
46 124 1
46 158 1
48 90 1
48 197 1
49 50 1
49 63 1
49 72 1
49 73 1
49 82 1
49 93 1
49 98 1
49 112 1
49 113 1
49 140 1
49 144 1
49 194 1
50 60 1
50 67 1
50 118 1
51 77 1
51 116 1
51 118 1
51 155 1
51 167 1
51 176 1
52 62 1
52 91 1
53 80 1
53 84 1
53 94 1
53 108 1
53 132 1
53 151 1
53 156 1
54 131 1
54 145 1
54 158 1
54 159 1
54 174 1
54 180 1
55 95 1
56 72 1
56 97 1
56 107 1
56 127 1
57 157 1
58 71 1
58 100 1
58 184 1
58 185 1
59 103 1
59 167 1
59 197 1
61 85 1
61 137 1
61 193 1
62 128 1
62 130 1
62 156 1
63 64 1
63 196 1
64 121 1
65 86 1
65 112 1
65 152 1
66 86 1
67 88 1
67 122 1
67 172 1
68 77 1
69 75 1
69 79 1
69 116 1
70 91 1
70 102 1
70 106 1
70 121 1
70 166 1
70 193 1
71 78 1
71 88 1
71 136 1
71 166 1
72 104 1
72 113 1
72 147 1
72 168 1
72 180 1
72 200 1
73 74 1
73 114 1
73 125 1
73 131 1
73 160 1
73 173 1
73 185 1
74 108 1
74 163 1
74 165 1
76 115 1
77 160 1
77 180 1
77 187 1
77 198 1
78 92 1
79 119 1
80 93 1
80 143 1
81 113 1
81 175 1
82 89 1
82 96 1
82 150 1
83 85 1
83 92 1
83 148 1
83 167 1
83 181 1
84 143 1
84 165 1
84 177 1
84 185 1
85 117 1
85 185 1
87 175 1
87 182 1
87 190 1
89 96 1
89 200 1
91 129 1
91 171 1
92 110 1
93 122 1
93 141 1
93 161 1
94 95 1
94 104 1
94 119 1
94 188 1
95 132 1
95 173 1
97 130 1
102 189 1
102 193 1
102 196 1
103 179 1
105 152 1
105 178 1
107 109 1
107 134 1
107 154 1
107 169 1
107 177 1
107 196 1
108 199 1
109 173 1
110 115 1
110 178 1
112 117 1
112 142 1
112 190 1
115 136 1
116 126 1
116 177 1
116 194 1
118 162 1
118 182 1
118 184 1
121 162 1
121 164 1
122 142 1
123 149 1
124 166 1
125 159 1
125 195 1
126 186 1
127 133 1
127 145 1
127 177 1
129 189 1
130 161 1
130 196 1
132 197 1
133 167 1
133 186 1
135 146 1
135 157 1
138 146 1
138 169 1
138 192 1
140 147 1
144 164 1
144 170 1
153 200 1
154 157 1
155 169 1
155 175 1
157 189 1
161 166 1
161 186 1
163 174 1
164 195 1
169 192 1
178 199 1
185 200 1
186 187 1
186 188 1
193 195 1
