200 784 
1 2 1
1 3 1
1 4 1
1 5 1
1 6 1
1 7 1
1 8 1
1 9 1
1 10 1
1 12 1
1 13 1
1 18 1
1 23 1
1 26 1
1 29 1
1 32 1
1 35 1
1 37 1
1 38 1
1 42 1
1 43 1
1 46 1
1 48 1
1 79 1
1 88 1
1 96 1
1 99 1
1 100 1
1 105 1
1 116 1
1 124 1
1 125 1
1 135 1
1 146 1
1 147 1
1 153 1
1 175 1
1 177 1
1 183 1
1 185 1
1 186 1
1 196 1
2 19 1
2 20 1
2 22 1
2 30 1
2 50 1
2 52 1
2 58 1
2 76 1
2 86 1
2 115 1
2 122 1
2 137 1
2 157 1
3 6 1
3 7 1
3 8 1
3 14 1
3 16 1
3 17 1
3 18 1
3 27 1
3 30 1
3 31 1
3 33 1
3 39 1
3 51 1
3 57 1
3 65 1
3 66 1
3 69 1
3 71 1
3 75 1
3 77 1
3 86 1
3 88 1
3 91 1
3 105 1
3 106 1
3 120 1
3 122 1
3 144 1
3 148 1
3 152 1
3 161 1
3 164 1
3 169 1
3 174 1
4 6 1
4 8 1
4 14 1
4 18 1
4 19 1
4 22 1
4 23 1
4 25 1
4 28 1
4 34 1
4 35 1
4 41 1
4 64 1
4 66 1
4 69 1
4 72 1
4 90 1
4 94 1
4 95 1
4 98 1
4 115 1
4 117 1
4 123 1
4 147 1
4 149 1
4 155 1
4 160 1
4 165 1
4 169 1
4 185 1
4 189 1
4 191 1
5 6 1
5 7 1
5 8 1
5 10 1
5 11 1
5 13 1
5 15 1
5 18 1
5 21 1
5 22 1
5 32 1
5 40 1
5 43 1
5 54 1
5 56 1
5 63 1
5 68 1
5 77 1
5 81 1
5 103 1
5 121 1
5 128 1
5 179 1
5 190 1
6 7 1
6 9 1
6 11 1
6 15 1
6 16 1
6 20 1
6 21 1
6 23 1
6 27 1
6 34 1
6 36 1
6 39 1
6 50 1
6 54 1
6 77 1
6 81 1
6 85 1
6 101 1
6 107 1
6 112 1
6 127 1
6 134 1
6 139 1
6 149 1
7 9 1
7 10 1
7 12 1
7 15 1
7 31 1
7 34 1
7 40 1
7 41 1
7 62 1
7 90 1
7 92 1
7 100 1
7 103 1
7 119 1
7 124 1
7 133 1
7 177 1
7 181 1
8 9 1
8 11 1
8 14 1
8 17 1
8 19 1
8 20 1
8 24 1
8 25 1
8 27 1
8 29 1
8 34 1
8 39 1
8 41 1
8 59 1
8 63 1
8 64 1
8 73 1
8 75 1
8 97 1
8 100 1
8 119 1
8 126 1
8 158 1
8 162 1
8 191 1
8 198 1
9 10 1
9 20 1
9 26 1
9 29 1
9 32 1
9 33 1
9 38 1
9 49 1
9 53 1
9 56 1
9 70 1
9 74 1
9 78 1
9 79 1
9 131 1
9 187 1
10 11 1
10 12 1
10 13 1
10 16 1
10 40 1
10 61 1
10 67 1
10 102 1
10 166 1
10 173 1
11 12 1
11 15 1
11 24 1
11 46 1
11 49 1
11 55 1
11 61 1
11 91 1
11 110 1
11 111 1
11 157 1
11 166 1
11 200 1
12 13 1
12 16 1
12 17 1
12 30 1
12 33 1
12 86 1
12 142 1
12 154 1
13 14 1
13 17 1
13 25 1
13 36 1
13 37 1
13 38 1
13 47 1
13 73 1
13 75 1
13 87 1
13 97 1
13 98 1
13 101 1
13 109 1
13 112 1
13 129 1
13 131 1
13 140 1
13 142 1
13 143 1
13 157 1
13 166 1
13 192 1
13 194 1
14 28 1
14 37 1
14 51 1
14 82 1
14 104 1
14 126 1
14 145 1
14 169 1
15 21 1
15 23 1
15 54 1
15 56 1
15 69 1
15 75 1
15 117 1
15 139 1
15 183 1
15 198 1
16 28 1
16 29 1
16 42 1
16 62 1
16 67 1
16 84 1
16 107 1
16 113 1
16 121 1
16 128 1
16 158 1
16 175 1
16 176 1
16 193 1
17 80 1
17 119 1
17 127 1
17 132 1
17 191 1
18 19 1
18 36 1
18 37 1
18 39 1
18 46 1
18 47 1
18 53 1
18 56 1
18 63 1
18 66 1
18 67 1
18 77 1
18 83 1
18 84 1
18 118 1
18 134 1
18 138 1
18 140 1
18 141 1
18 149 1
18 151 1
18 152 1
18 163 1
18 184 1
18 194 1
19 22 1
19 24 1
19 27 1
19 44 1
19 45 1
19 55 1
19 65 1
19 118 1
19 145 1
19 158 1
19 159 1
20 21 1
20 24 1
20 26 1
20 32 1
20 42 1
20 47 1
20 49 1
20 53 1
20 58 1
20 68 1
20 72 1
20 84 1
20 89 1
20 105 1
20 110 1
20 111 1
20 115 1
20 118 1
20 126 1
20 136 1
20 138 1
20 153 1
20 178 1
20 192 1
20 196 1
21 44 1
21 45 1
21 48 1
21 51 1
21 71 1
21 104 1
21 119 1
21 122 1
21 125 1
21 132 1
21 143 1
21 151 1
21 152 1
21 174 1
21 176 1
22 28 1
22 48 1
22 53 1
22 61 1
22 83 1
22 95 1
23 80 1
23 85 1
23 122 1
23 150 1
23 153 1
23 162 1
23 181 1
23 189 1
24 25 1
24 26 1
24 45 1
24 50 1
24 51 1
24 60 1
24 64 1
24 70 1
24 85 1
24 91 1
24 93 1
24 94 1
24 95 1
24 96 1
24 113 1
24 115 1
24 124 1
24 155 1
24 174 1
24 176 1
24 181 1
24 189 1
24 191 1
24 192 1
25 31 1
25 35 1
25 98 1
25 120 1
25 140 1
26 70 1
26 71 1
26 109 1
26 117 1
26 160 1
26 164 1
26 182 1
26 197 1
27 33 1
27 43 1
27 44 1
27 69 1
27 79 1
27 89 1
27 97 1
27 98 1
27 107 1
27 129 1
27 154 1
27 168 1
28 31 1
28 55 1
28 126 1
29 30 1
29 36 1
29 43 1
29 52 1
29 57 1
29 59 1
29 65 1
29 87 1
29 101 1
29 102 1
29 136 1
29 180 1
29 184 1
30 57 1
30 60 1
30 64 1
30 110 1
30 140 1
31 35 1
31 58 1
31 151 1
31 163 1
31 197 1
32 38 1
32 45 1
32 62 1
32 113 1
32 144 1
32 158 1
33 42 1
33 62 1
33 67 1
33 80 1
33 102 1
33 138 1
33 156 1
33 200 1
34 49 1
34 99 1
34 147 1
34 178 1
34 197 1
35 41 1
35 48 1
35 136 1
35 155 1
36 96 1
36 108 1
36 161 1
37 73 1
37 121 1
37 173 1
38 46 1
38 68 1
38 82 1
38 86 1
38 88 1
38 93 1
38 96 1
38 135 1
38 143 1
39 40 1
39 54 1
39 59 1
39 63 1
39 127 1
40 47 1
40 68 1
40 171 1
41 99 1
41 123 1
42 44 1
42 83 1
42 148 1
43 74 1
43 81 1
43 93 1
43 107 1
43 145 1
43 190 1
44 59 1
44 70 1
44 80 1
44 121 1
44 149 1
44 168 1
45 88 1
45 92 1
45 141 1
45 156 1
45 167 1
45 173 1
45 194 1
46 50 1
46 91 1
46 171 1
46 179 1
46 189 1
47 78 1
47 104 1
47 108 1
47 120 1
47 128 1
48 52 1
48 81 1
48 113 1
48 167 1
49 58 1
49 117 1
49 137 1
49 170 1
50 60 1
50 193 1
51 52 1
51 57 1
51 60 1
51 61 1
51 65 1
51 85 1
51 111 1
51 112 1
51 123 1
51 148 1
52 55 1
52 72 1
52 94 1
52 108 1
52 147 1
52 173 1
52 192 1
54 160 1
54 200 1
55 78 1
57 100 1
57 141 1
58 74 1
58 76 1
58 94 1
58 139 1
59 82 1
59 89 1
59 90 1
59 111 1
59 141 1
61 66 1
62 82 1
62 83 1
62 87 1
62 97 1
62 112 1
62 132 1
62 142 1
63 108 1
63 161 1
64 71 1
64 72 1
64 76 1
64 89 1
64 162 1
64 165 1
64 178 1
64 179 1
64 187 1
65 116 1
66 76 1
66 84 1
66 152 1
66 168 1
67 90 1
67 161 1
68 99 1
68 101 1
68 133 1
68 146 1
69 160 1
70 78 1
70 79 1
70 146 1
70 182 1
70 183 1
70 198 1
71 73 1
71 74 1
71 106 1
71 125 1
71 139 1
71 150 1
71 199 1
72 106 1
72 154 1
73 87 1
73 127 1
74 92 1
74 129 1
74 135 1
75 106 1
75 123 1
75 181 1
75 195 1
76 167 1
77 180 1
78 109 1
78 133 1
79 144 1
79 150 1
79 177 1
79 179 1
80 116 1
80 157 1
80 197 1
81 104 1
81 183 1
83 146 1
83 182 1
84 174 1
84 184 1
85 93 1
85 120 1
85 130 1
85 143 1
85 167 1
85 186 1
86 131 1
87 92 1
87 103 1
87 128 1
87 172 1
88 95 1
88 137 1
88 168 1
88 172 1
90 130 1
90 156 1
90 170 1
91 103 1
91 131 1
92 102 1
92 110 1
92 171 1
92 172 1
92 195 1
93 125 1
94 118 1
94 134 1
95 154 1
95 163 1
95 170 1
95 175 1
95 193 1
96 129 1
98 114 1
98 130 1
99 135 1
99 185 1
100 162 1
101 105 1
101 177 1
101 186 1
103 145 1
103 180 1
105 109 1
105 150 1
105 196 1
106 114 1
107 170 1
107 180 1
108 114 1
108 116 1
109 114 1
109 171 1
109 188 1
112 124 1
112 137 1
112 138 1
112 151 1
113 130 1
114 163 1
115 159 1
116 164 1
116 188 1
120 133 1
121 132 1
121 142 1
121 153 1
122 190 1
124 159 1
126 187 1
127 175 1
129 134 1
129 172 1
130 164 1
130 187 1
130 199 1
131 178 1
131 184 1
131 185 1
133 136 1
133 148 1
133 165 1
133 199 1
134 144 1
142 156 1
147 196 1
150 155 1
154 188 1
157 169 1
158 159 1
160 165 1
162 188 1
163 195 1
163 198 1
164 166 1
165 182 1
169 190 1
169 200 1
170 199 1
173 195 1
175 176 1
176 186 1
191 193 1
193 194 1
